,Element Name,Element Type,Element ID,Location,Location ID,Cell Line,Cell Type,Organism,Positive Reg Name,Positive Reg Type,Positive Reg ID,Positive Reg Location,Positive Reg Location ID,Negative Reg Name,Negative Reg Type,Negative Reg ID,Negative Reg Location,Negative Reg Location ID,Connection Type,Mechanism,Paper ID,Evidence,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
3130,klf4,protein,o43474,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,d,['phosphorylation'],['pmc3675137'],"['to exclude the possibility that threonine 397 was phosphorylated by akt , using gst as a negative control and gst-satb1 1-204 a positive control , we found that akt phosphorylated threonine 399 , rather than threonine 397 on klf4 ( xref_fig ) .']",1,1.0,40.0,1.0,41.0
33,3d matrix,other,uaz00547,nan,nan,cellosaurus:cvcl_8262,nan,nan,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3378628'],"['furthermore , pre-treatment of melanoma cells for 24h on plastic , thus affecting erk mediated transcriptional events before exposure to a 3d matrix , results in suppression of invasion .']",1,1.0,40.0,1.0,41.0
5784,"{crl4ddb2 ubiquitin, cabin1}","{other, protein}","{uaz00567, q9y6j0}",nan,nan,nan,nan,nan,chk2,protein,o96017,nan,nan,nan,nan,nan,nan,nan,i,['binding'],['pmc3575827'],"['here , we found that atm and chk2 mediate phosphorylation of cabin1 and the crl4ddb2 ubiquitin ligase complex binds and mediates cabin1 ubiquitination , leading to proteasomal degradation upon dna damage .']",1,1.0,40.0,1.0,41.0
5783,"{crl4ddb2 ubiquitin, cabin1}","{other, protein}","{uaz00567, q9y6j0}",nan,nan,nan,nan,nan,atm,protein,q13315,nan,nan,nan,nan,nan,nan,nan,i,['binding'],['pmc3575827'],"['here , we found that atm and chk2 mediate phosphorylation of cabin1 and the crl4ddb2 ubiquitin ligase complex binds and mediates cabin1 ubiquitination , leading to proteasomal degradation upon dna damage .']",1,1.0,40.0,1.0,41.0
3126,klf4,protein,o43474,nan,nan,cellosaurus:cvcl_6910,cl:cl:0002322,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,d,['phosphorylation'],['pmc3675137'],"['to exclude the possibility that threonine 397 was phosphorylated by akt , using gst as a negative control and gst-satb1 1-204 a positive control , we found that akt phosphorylated threonine 399 , rather than threonine 397 on klf4 ( xref_fig ) . ++++ taken together , these results reveal that akt phosphorylates klf4 at threonine 399 , promoting klf4 ubiquitination and degradation .']",1,1.0,40.0,1.0,41.0
5085,selenite,chemical,1090,cytoplasm,go:0005737,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,cytoplasm,go:0005737,i,['none'],['pmc3734838'],"['we demonstrated that akt inhibition directly activated foxo3a in response to selenite , an event crucial for selenite induced apoptosis .']",1,1.0,40.0,1.0,41.0
1020,bim,protein,o43521,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,i,['transcription'],['pmc3734838'],"['furthermore , inhibition of akt led to the activation of foxo transcription factors and enhanced the expression of the target genes bim and pten ; as a result , bim was shown to promote selenite induced apoptosis , and pten amplified the proapoptotic effect of sodium selenite by inhibiting the akt/foxo3a/bim signaling axis .']",1,1.0,40.0,1.0,41.0
3098,jf32,other,uaz01879,nan,nan,nan,nan,uberon:uberon:0008338,mek,protein family|protein complex,mek,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3135566'],['sole inhibition of either mek or pi3k partially limits macrophage stimulation of lm2 and jf32 growth to slightly different extents .'],1,1.0,40.0,1.0,41.0
5068,sabetagal,other,uaz02806,nan,nan,nan,nan,nan,akt,protein family|protein complex,akt,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3325598'],"['we also determined that akt could not induce p21 or sabetagal activity in bj-t cells expressing sv40 large t antigen , consistent with the ability of sv40 large t antigen to repress p53 and retinoblastoma activity ( data not shown ) .']",1,1.0,40.0,1.0,41.0
3411,mmp-2,protein,p08253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mek,protein family|protein complex,mek,nan,nan,i,['none'],['pmc3378628'],"['most importantly , mek inhibition resulted in an increase in mmp-2 expression , indicating that in melanoma cells mek and erk signalling suppresses the mmp-2 promoter .']",1,1.0,40.0,1.0,41.0
3363,mek1/2,protein family|protein complex,mek,nan,nan,nan,nan,nan,raf,protein family|protein complex,raf,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3330700'],"['in addition , mek1/2 kinases are activated by raf ( mapk kinase kinase ) [ xref_bibr , xref_bibr ] .']",1,1.0,40.0,1.0,41.0
59,4e-bps,other,uaz00129,nan,nan,cellosaurus:cvcl_n813,nan,nan,nan,nan,nan,nan,nan,mtor,protein,p42345,nan,nan,i,['phosphorylation'],['pmc2361102'],"['mtor enhances translation initiation in part by phosphorylating two major targets , the eif4e binding proteins ( 4e-bps ) and the ribosomal protein s6 kinases ( s6k1 and s6k2 ) that cooperate to regulate translation initiation rates .']",1,1.0,40.0,1.0,41.0
998,beta-enac,protein,p51168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,egf,protein,p01133,nan,nan,i,['phosphorylation'],['pmc2151644'],['egf induced inhibition of sodium transport requires erk1/2 phosphorylation and an intact beta-enac subunit .'],1,1.0,40.0,1.0,41.0
5112,senescence,biological process,d000375,nan,nan,nan,nan,nan,mtorc1,protein family|protein complex,mtorc1,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3325598'],"['to determine the contribution of enhanced mtorc1 signalling to akt induced senescence , bj-t cells transduced with myr-akt or control pbabe were treated with the mtorc1 selective inhibitor , rapamycin and markers of senescence analysed . ++++ given that we have shown a marked effect of inhibiting mtorc1- on akt induced senescence , together with the fact that mtorc1 is an important regulator of protein synthesis and a previous report links mtorc1 to the regulation of p53 translation rates , we examined the effect of rapamycin on the akt induced accumulation of p53 .']",1,1.0,40.0,1.0,41.0
3395,mitosis,biological process,go:0007067,nucleus,go:0005634,nan,cl:cl:0000066,nan,akt,protein family|protein complex,akt,nucleus,go:0005634,nan,nan,nan,nan,nan,i,['none'],['pmc3317191'],"['as shown in xref_fig , akt regulates the g2/m transition through direct phosphorylation of both cdk1 activators and inhibitors , suggesting that the pi3k and akt pathway could function to promote mitosis [ xref_bibr , xref_bibr ] .']",1,1.0,40.0,1.0,41.0
5113,senescence,biological process,d000375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cdk4,protein,p11802,nan,nan,i,['none'],['pmc4381256'],"['furthermore , targeting cdk4 alleles in advanced tumours of this kras-mutant model induced senescence and prevented tumour progression , thereby highlighting the pharmacological importance of cdk4 for therapeutic strategies [ xref_bibr ] .']",1,1.0,40.0,1.0,41.0
995,beta-catenin,protein,p35222,plasma membrane,go:0005886,nan,nan,nan,nan,nan,nan,nan,nan,wnt,protein family|protein complex,wnt,plasma membrane,go:0005886,i,['dephosphorylation'],['pmc2654145'],"['thirdly , direct inhibition of gsk3 by phospho-pppspxs motifs within lrp6 is consistent with a recent observation that upon wnt stimulation dephosphorylated beta-catenin is observed at the plasma membrane together with the activated lrp6 xref_bibr .']",1,1.0,40.0,1.0,41.0
1058,c-jun,other,uaz00406,nan,nan,nan,cl:cl:0000738 ++++ cl:cl:0000236,nan,cdk4,protein,p11802,nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc3084876'],"['here we demonstrate that cdk4 directly phosphorylates c-jun in b lymphocytes and dendritic cells ( dc ) independently of cell proliferation , regulating ap-1 activity and ap-1-regulated cytokine production . ++++ these cdk4 complexes phosphorylated c-jun ( xref_fig ) . ++++ the cdk4 and cyclin d complex phosphorylated c-jun but was unable to phosphorylate the control substrate gsk-alpha , indicating that the direct c-jun phosphorylation was substrate specific ( xref_fig ) . ++++ we show here that cdk4 directly phosphorylated c-jun following mouse and human immune cell stimulation , leading to activation of the transcription factor ap-1 and enhanced production of ap-1 dependent cytokines . ++++ surprisingly , the regulation of c-jun phosphorylation by cdk4 occurred in non dividing cells , indicating that this pathway is utilized for cell functions that are independent of proliferation . ++++ we show here that cdk4 directly phosphorylated c-jun following mouse and human immune cell stimulation , leading to activation of the transcription factor ap-1 and enhanced production of ap-1 dependent cytokines . ++++ here we demonstrate that cdk4 directly phosphorylates c-jun in b lymphocytes and dendritic cells ( dc ) independently of cell proliferation , regulating ap-1 activity and ap-1-regulated cytokine production . ++++ these data , together with previous results suggest that cdk4 phosphorylates c-jun in vivo .']",1,1.0,40.0,1.0,41.0
3396,mitosis,biological process,go:0007067,nucleus,go:0005634,nan,cl:cl:0000066,nan,pi3k,protein family|protein complex,pi3k,nucleus,go:0005634,nan,nan,nan,nan,nan,i,['none'],['pmc3317191'],"['as shown in xref_fig , akt regulates the g2/m transition through direct phosphorylation of both cdk1 activators and inhibitors , suggesting that the pi3k and akt pathway could function to promote mitosis [ xref_bibr , xref_bibr ] .']",1,1.0,40.0,1.0,41.0
5116,senescence,biological process,d000375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mdm2,protein,q00987:[genericmutant],nan,nan,i,['none'],['pmc4480747'],"['finally , senescence can be prevented by enforced expression of an mdm2 mutant that fails to bind p53 .']",1,1.0,40.0,1.0,41.0
1061,c-jun,other,uaz00406,nan,nan,nan,nan,nan,jnk,protein family|protein complex,jnk,nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc3084876'],['jnk activation mediates direct phosphorylation of its substrate c-jun xref_bibr - xref_bibr .'],1,1.0,40.0,1.0,41.0
1064,c-jun,other,uaz00406,nan,nan,nan,uaz:uaz01530,nan,cdk,protein family|protein complex,cdk,nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc3084876'],['the in vitro kinetics of cjun phosphorylation described above suggest that cdk mediated c-jun phosphorylation occurred prior to cell proliferation .'],1,1.0,40.0,1.0,41.0
3397,mk2,protein,p49137,nan,nan,nan,nan,nan,p38 mapk,protein family|protein complex,p38,nan,nan,nan,nan,nan,nan,nan,i,['phosphorylation'],['pmc1892639'],"['activation of p38 mapk and its downstream signal mk2 have been associated with phosphorylation of tsc2 ( serine 1210 ) [ xref_bibr ] , and the inhibitor of p38 mapk reduced the phosphorylation of both p38 mapk and mk2 [ xref_bibr ] .']",1,1.0,40.0,1.0,41.0
5046,s6-k,protein,q8bsk8,nan,nan,cellosaurus:cvcl_0045,nan,nan,nan,nan,nan,nan,nan,raptor,protein,q8n122,nan,nan,i,['phosphorylation'],['pmc3549280'],"['if either of the mtor or raptor had been non functional they would have reduced the level of s6-k phosphorylation , in fact it was increased by a small but significant amount by egfp-mtor and dsred-raptor expression .']",1,1.0,40.0,1.0,41.0
5125,senescence,biological process,d000375,nan,nan,nan,nan,uberon:uberon:0000062,p27 kip1,protein,p46527,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4211374'],"['interestingly , premature senescence is caused by the stabilization of p27 kip1 in the absence of galectin-3 .']",1,1.0,40.0,1.0,41.0
3398,mk2,protein,p49137,other,go:0016020,cellosaurus:cvcl_0030,nan,nan,akt,protein family|protein complex,akt,other,go:0016020,nan,nan,nan,nan,nan,i,['none'],['pmc3010991'],"['pi3k-pkb and akt , erk mapk pathways as well as p38 activated kinase mk2 function as the upstream positive regulators of mtorc1 through phosphorylation and inactivation of tsc2-tsc1 xref_bibr , xref_bibr , xref_bibr .']",1,1.0,40.0,1.0,41.0
3400,mk2,protein,p49137,other,go:0016020,cellosaurus:cvcl_0030,nan,nan,p38,protein family|protein complex,p38,other,go:0016020,nan,nan,nan,nan,nan,i,['none'],['pmc3010991'],"['pi3k-pkb and akt , erk mapk pathways as well as p38 activated kinase mk2 function as the upstream positive regulators of mtorc1 through phosphorylation and inactivation of tsc2-tsc1 xref_bibr , xref_bibr , xref_bibr .']",1,1.0,40.0,1.0,41.0
3405,mmp,protein family|protein complex,mmp,nan,nan,nan,nan,nan,map,protein,p12872,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3378628'],"['thus , although the map kinase pathway often activates mmp genes , we have shown that it also can suppress mmp expression most probably depending on the cell type and the signalling context .']",1,1.0,40.0,1.0,41.0
3048,invasiveness,biological process,d009361,other,go:0016020,nan,nan,nan,akt,protein family|protein complex,akt,other,go:0016020,nan,nan,nan,nan,nan,i,['none'],['pmc2652403'],"['therefore , akt kinase was postulated to activate two distinct genetic programs : the program of growth and survival and the program of invasiveness and anchorage independence , which is mediated by osteopontin [ xref_bibr ] . ++++ akt and pkb potently promoted invasion of highly metastatic cells , by increasing cell motility and matrix metalloproteinase-9 ( mmp-9 ) production , in a manner highly dependent on its kinase activity and membrane translocating ability [ xref_bibr ] .']",1,1.0,40.0,1.0,41.0
3406,mmp,protein family|protein complex,mmp,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,map,protein,p12872,nan,nan,i,['transcription'],['pmc3378628'],"['thus , although the map kinase pathway often activates mmp genes , we have shown that it also can suppress mmp expression most probably depending on the cell type and the signalling context .']",1,1.0,40.0,1.0,41.0
3390,mitogen-activated protein kinase,protein family|protein complex,mapk,nan,nan,cellosaurus:cvcl_6353,nan,nan,raf,protein family|protein complex,raf,nan,nan,nan,nan,nan,nan,nan,d,['phosphorylation'],['pmc3660063'],['raf phosphorylates and activates the mitogen activated protein kinase kinase-1 ( mek1 ) ( a dual specificity kinase ( t/y ) on s/t residues [ xref_bibr - xref_bibr ] ) .'],1,1.0,40.0,1.0,41.0
1051,btn3a3,protein,o00478,nan,nan,cellosaurus:cvcl_0317,nan,nan,ifn,protein family|protein complex,interferon,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc3436881'],"['btn3a3 was induced by the combined treatment at both time points , but not by u0126 only or ifn only treatment .']",1,1.0,40.0,1.0,41.0
5106,senescence,biological process,d000375,nan,nan,nan,nan,nan,cdk4i,protein,p42771,nan,nan,nan,nan,nan,nan,nan,i,['none'],['pmc4480747'],"['in this report , using well differentiated and dedifferentiated liposarcoma ( wd/ddls ) cell lines , we show that the proteolytic turnover of mdm2 is required for cdk4i induced senescence . ++++ cdk4i induced senescence associated with loss of mdm2 is also observed in some breast cancer , lung cancer and glioma cell lines indicating that this is not limited to wd/ddls cells in which mdm2 is overexpressed or in cells that contain wild type p53 .']",1,1.0,40.0,1.0,41.0
5102,senescence,biological process,d000375,nan,nan,cellosaurus:cvcl_0535,nan,uberon:uberon:0006611,nan,nan,nan,nan,nan,p53,protein,p04637,nan,nan,i,['none'],['pmc4480747'],"['furthermore , knocking down p53 in ls8817 cells did not disrupt either cdk4 inhibitor induced down-regulation of mdm2 or accumulation of sa-beta-gal ( or sahf , not shown ) , nor did it prevent mdm2 knockdown induced senescence ( xref_supplementary ) .']",1,1.0,40.0,1.0,41.0
1003,beta-enac,protein,p51168:[substitutionmutant],nan,nan,nan,cl:cl:0000023,nan,erk,protein family|protein complex,erk,nan,nan,nan,nan,nan,nan,nan,d,['phosphorylation'],['pmc2151644'],"['whereas , mutation of the putative erk phosphorylation sites in either beta-enac ( t613a ) or gamma-enac ( t623a ) reduced the progesterone induced inhibition of sodium current by only 20-25 % . ++++ erk2 can phosphorylate c-terminal peptides from beta- and gamma-enac subunits , and progesterone stimulated phosphorylation of beta-enac is reduced by mutation of the putative erk phosphorylation site in beta-enac ( t613a ) .']",1,1.0,40.0,1.0,41.0
3092,isgf3,other,uaz02354,other,go:0019015,nan,nan,nan,ifn,protein family|protein complex,interferon,other,go:0019015,nan,nan,nan,nan,nan,i,['none'],['pmc3436881'],"['jak1 and tyk2 then phosphorylate signal transducer and activator of transcription ( stat ) 1 and stat2 , which then associate with the dna binding protein ifn regulatory factor 9 ( irf9 ) , to form a heterotrimeric transcription factor termed ifn stimulated gene factor 3 ( isgf3 ) xref_bibr , xref_bibr .']",1,1.0,40.0,1.0,41.0
